"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160621,2016-06-21,090741,CME ,00,090 ,  135663,     148,   48053,    4334,   47376,   10081,    2568,   25185,   31968,   12377,    9121,    2753,    1491,  102600,  113625,   33063,   22038,  -60766,    -210,  -23599,  -33372,    5175,    1110,    -859,   -1701,   14217,  -16526,    -242,     460,    -639,  -48374,  -59207,  -12392,   -1559,  100.0,    0.1,   35.4,    3.2,   34.9,    7.4,    1.9,   18.6,   23.6,    9.1,    6.7,    2.0,    1.1,   75.6,   83.8,   24.4,   16.2,     83,.,      8,      7,     11,      9,      7,     19,     20,     16,      8,      6,      4,     59,     58,    32.7,    39.3,    43.1,    48.8,    31.6,    39.1,    42.0,    47.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160614,2016-06-14,090741,CME ,00,090 ,  196429,     358,   71652,   37705,   42201,    8971,    3427,   26886,   17751,   28902,    9363,    2293,    2130,  150973,  172832,   45456,   23597,   43972,   -5114,    4237,   30845,   -5894,     367,     361,    8310,    5591,    5093,    -957,     931,      84,   32729,   47509,   11243,   -3537,  100.0,    0.2,   36.5,   19.2,   21.5,    4.6,    1.7,   13.7,    9.0,   14.7,    4.8,    1.2,    1.1,   76.9,   88.0,   23.1,   12.0,     89,.,     10,      8,     12,      9,      7,     28,     16,     21,      7,      5,.,     69,     58,    33.4,    48.3,    43.7,    57.7,    18.2,    31.5,    25.0,    38.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160607,2016-06-07,090741,CME ,00,090 ,  152457,    5472,   67415,    6861,   48095,    8604,    3066,   18577,   12161,   23809,   10320,    1362,    2046,  118244,  125323,   34213,   27134,     749,      62,   -5342,     187,   -1857,    1547,    -405,   -3034,    3220,    5909,     723,    -201,     -13,    1573,    4902,    -824,   -4153,  100.0,    3.6,   44.2,    4.5,   31.5,    5.6,    2.0,   12.2,    8.0,   15.6,    6.8,    0.9,    1.3,   77.6,   82.2,   22.4,   17.8,     84,.,      9,      8,      9,     10,      6,     24,     16,     22,     10,.,.,     63,     60,    31.0,    39.5,    40.6,    49.2,    28.1,    39.1,    36.7,    46.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160531,2016-05-31,090741,CME ,00,090 ,  151708,    5410,   72757,    6673,   49951,    7057,    3471,   21611,    8940,   17900,    9596,    1563,    2059,  116672,  120421,   35036,   31287,    3314,     607,   -1209,     835,     -34,     781,    -106,     323,    -524,    1714,     523,     946,     -67,    3794,    2369,    -480,     945,  100.0,    3.6,   48.0,    4.4,   32.9,    4.7,    2.3,   14.2,    5.9,   11.8,    6.3,    1.0,    1.4,   76.9,   79.4,   23.1,   20.6,     80,.,      9,      9,     10,      7,      5,     23,     14,     17,     11,.,      6,     65,     52,    31.7,    42.7,    41.7,    53.7,    28.9,    42.1,    37.8,    49.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160524,2016-05-24,090741,CME ,00,090 ,  148394,    4803,   73966,    5839,   49986,    6276,    3577,   21288,    9464,   16186,    9073,     618,    2126,  112878,  118051,   35516,   30343,    2552,    -175,   -1433,    1131,    6517,     746,    1166,   -5223,   -4455,    1382,   -1186,     175,     485,    4096,    -804,   -1544,    3356,  100.0,    3.2,   49.8,    3.9,   33.7,    4.2,    2.4,   14.3,    6.4,   10.9,    6.1,    0.4,    1.4,   76.1,   79.6,   23.9,   20.4,     75,.,     10,      7,     11,      7,      5,     17,     16,     16,     10,.,      6,     58,     51,    31.8,    44.4,    43.8,    55.2,    30.2,    43.7,    40.4,    51.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160517,2016-05-17,090741,CME ,00,090 ,  145842,    4978,   75399,    4708,   43469,    5530,    2411,   26511,   13919,   14805,   10259,     443,    1641,  108782,  118856,   37060,   26986,     282,    -103,    2520,     679,     503,   -1515,    -143,   -2784,   -1372,     604,    -304,     441,      32,   -1516,    1247,    1798,    -965,  100.0,    3.4,   51.7,    3.2,   29.8,    3.8,    1.7,   18.2,    9.5,   10.2,    7.0,    0.3,    1.1,   74.6,   81.5,   25.4,   18.5,     76,.,      9,      7,     11,      7,      5,     16,     18,     15,     10,.,      4,     56,     51,    32.6,    46.0,    42.7,    57.3,    30.4,    45.3,    40.1,    54.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160510,2016-05-10,090741,CME ,00,090 ,  145560,    5081,   72879,    4029,   42966,    7045,    2554,   29295,   15291,   14201,   10563,       1,    1609,  110298,  117609,   35262,   27951,   -4021,     445,    6687,   -2240,    4648,     767,   -1487,    -700,   -6145,   -1955,    -163,    -408,     -10,   -1462,   -4790,   -2559,     769,  100.0,    3.5,   50.1,    2.8,   29.5,    4.8,    1.8,   20.1,   10.5,    9.8,    7.3,    0.0,    1.1,   75.8,   80.8,   24.2,   19.2,     81,.,      9,      7,     11,      9,      5,     19,     16,     14,     14,.,      5,     62,     50,    33.3,    44.5,    43.8,    55.6,    31.4,    44.1,    41.1,    53.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160503,2016-05-03,090741,CME ,00,090 ,  149581,    4637,   66192,    6269,   38318,    6278,    4040,   29995,   21436,   16155,   10726,     409,    1619,  111760,  122399,   37821,   27182,    3669,    -470,    5916,     186,     337,   -1866,    -662,    3171,   -2355,     -24,     232,       2,      23,    2793,    1220,     876,    2449,  100.0,    3.1,   44.3,    4.2,   25.6,    4.2,    2.7,   20.1,   14.3,   10.8,    7.2,    0.3,    1.1,   74.7,   81.8,   25.3,   18.2,     88,.,      9,      7,     11,      7,      5,     23,     18,     16,     13,      4,      5,     65,     56,    31.0,    39.1,    41.5,    51.3,    28.3,    38.3,    37.7,    48.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160426,2016-04-26,090741,CME ,00,090 ,  145912,    5106,   60276,    6083,   37982,    8144,    4703,   26824,   23791,   16179,   10494,     407,    1596,  108967,  121179,   36945,   24733,    8397,     -89,    7823,     285,    -285,    -964,     480,    3587,     132,    2307,     830,     -13,     152,    7268,   10203,    1129,   -1806,  100.0,    3.5,   41.3,    4.2,   26.0,    5.6,    3.2,   18.4,   16.3,   11.1,    7.2,    0.3,    1.1,   74.7,   83.0,   25.3,   17.0,     89,.,     10,      7,     10,      7,      5,     22,     20,     17,     14,.,      5,     66,     57,    31.1,    36.9,    41.3,    49.4,    28.4,    36.8,    37.8,    46.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160419,2016-04-19,090741,CME ,00,090 ,  137515,    5195,   52453,    5798,   38267,    9108,    4222,   23237,   23660,   13872,    9664,     420,    1444,  101699,  110975,   35816,   26540,   10746,     510,   10371,    1461,    -579,   -1629,    1909,    2310,   -1140,    1694,    1576,    -488,     427,    9310,   12605,    1436,   -1859,  100.0,    3.8,   38.1,    4.2,   27.8,    6.6,    3.1,   16.9,   17.2,   10.1,    7.0,    0.3,    1.0,   74.0,   80.7,   26.0,   19.3,     81,.,     10,      7,      9,      7,      5,     19,     17,     16,     13,.,      5,     59,     55,    32.4,    35.0,    42.9,    48.3,    29.4,    34.9,    39.1,    46.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160412,2016-04-12,090741,CME ,00,090 ,  126769,    4685,   42082,    4336,   38846,   10737,    2313,   20927,   24800,   12177,    8088,     908,    1017,   92389,   98370,   34380,   28399,   -1716,    1234,    6559,    -947,    -147,   -5017,    -709,     261,    -338,   -4112,    -196,     322,    -485,   -5100,   -4726,    3384,    3010,  100.0,    3.7,   33.2,    3.4,   30.6,    8.5,    1.8,   16.5,   19.6,    9.6,    6.4,    0.7,    0.8,   72.9,   77.6,   27.1,   22.4,     79,.,     10,      8,      9,      8,      5,     18,     17,     14,     12,.,      5,     56,     55,    33.2,    32.0,    44.1,    45.1,    30.8,    31.9,    40.4,    44.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160405,2016-04-05,090741,CME ,00,090 ,  128485,    3451,   35523,    5283,   38993,   15754,    3022,   20666,   25138,   16289,    8285,     586,    1501,   97489,  103096,   30996,   25389,    4153,    -144,    8912,     -77,     512,    -865,    -583,    1631,   -2038,     856,    -617,    -442,    -306,    1272,    5458,    2881,   -1305,  100.0,    2.7,   27.6,    4.1,   30.3,   12.3,    2.4,   16.1,   19.6,   12.7,    6.4,    0.5,    1.2,   75.9,   80.2,   24.1,   19.8,     86,.,     11,      9,     10,      8,      5,     14,     25,     19,     12,      4,      7,     62,     64,    31.5,    26.2,    44.7,    39.5,    30.6,    25.7,    41.0,    38.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160329,2016-03-29,090741,CME ,00,090 ,  124332,    3595,   26611,    5360,   38481,   16619,    3605,   19035,   27176,   15433,    8902,    1027,    1807,   96217,   97638,   28115,   26694,    2669,    -157,    4965,    -134,    -810,   -3106,    -126,    6042,    1021,    -212,     624,    -270,     397,    5625,    2535,   -2956,     134,  100.0,    2.9,   21.4,    4.3,   30.9,   13.4,    2.9,   15.3,   21.9,   12.4,    7.2,    0.8,    1.5,   77.4,   78.5,   22.6,   21.5,     85,.,     10,      8,      8,      9,      5,     15,     24,     15,     13,      4,      6,     56,     63,    33.0,    25.1,    46.6,    38.0,    31.5,    24.6,    41.2,    36.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160322,2016-03-22,090741,CME ,00,090 ,  121663,    3752,   21646,    5494,   39290,   19725,    3731,   12993,   26155,   15645,    8277,    1298,    1410,   90592,   95103,   31071,   26560,  -65862,  -70805,  -47458,   -5214,      43,   -3916,    1611,    2347,   -8173,    2164,     641,   -3049,     349,  -68864,  -63687,    3002,   -2175,  100.0,    3.1,   17.8,    4.5,   32.3,   16.2,    3.1,   10.7,   21.5,   12.9,    6.8,    1.1,    1.2,   74.5,   78.2,   25.5,   21.8,     81,.,      9,      9,      7,      9,      5,     13,     24,     14,     13,.,      6,     53,     62,    33.8,    24.7,    45.8,    37.7,    31.5,    24.5,    39.4,    35.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160315,2016-03-15,090741,CME ,00,090 ,  187525,   74557,   69104,   10708,   39247,   23641,    2120,   10645,   34328,   13481,    7636,    4347,    1061,  159456,  158790,   28069,   28735,   -2803,     737,   11087,    3848,    -296,    -881,     386,     763,   -7737,   -8797,     630,     281,     230,   -2499,   -1582,    -304,   -1221,  100.0,   39.8,   36.9,    5.7,   20.9,   12.6,    1.1,    5.7,   18.3,    7.2,    4.1,    2.3,    0.6,   85.0,   84.7,   15.0,   15.3,     81,      6,      6,     12,      8,      9,      5,     11,     26,     17,     10,      5,      6,     56,     65,    50.2,    41.7,    63.0,    54.3,    45.5,    41.5,    58.2,    52.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160308,2016-03-08,090741,CME ,00,090 ,  190328,   73820,   58017,    6860,   39544,   24522,    1734,    9882,   42065,   22279,    7006,    4065,     831,  161956,  160373,   28372,   29955,    5859,    -534,   11582,    1030,   -1307,   -4940,   -3557,    3981,     379,    5737,   -2030,    -710,    -288,    3032,    9231,    2827,   -3372,  100.0,   38.8,   30.5,    3.6,   20.8,   12.9,    0.9,    5.2,   22.1,   11.7,    3.7,    2.1,    0.4,   85.1,   84.3,   14.9,   15.7,     87,      8,      5,     11,      9,      8,      5,     13,     28,     19,     10,      4,      6,     58,     70,    46.5,    35.7,    59.2,    47.1,    44.5,    35.6,    56.7,    46.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160301,2016-03-01,090741,CME ,00,090 ,  184469,   74354,   46435,    5830,   40850,   29462,    5291,    5901,   41686,   16542,    9036,    4776,    1120,  158924,  151142,   25545,   33327,    7034,    1766,    7030,    1481,    2074,    1755,    2372,   -2163,   -9443,    1919,   -1059,     308,     483,    6872,    5904,     162,    1130,  100.0,   40.3,   25.2,    3.2,   22.1,   16.0,    2.9,    3.2,   22.6,    9.0,    4.9,    2.6,    0.6,   86.2,   81.9,   13.8,   18.1,     86,      6,      6,      9,      7,     10,      5,     11,     28,     15,     12,      6,      7,     54,     68,    49.1,    34.0,    62.3,    46.0,    47.2,    33.9,    59.5,    45.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160223,2016-02-23,090741,CME ,00,090 ,  177435,   72587,   39405,    4349,   38776,   27707,    2920,    8064,   51129,   14623,   10095,    4468,     637,  152052,  145238,   25383,   32197,    -533,    -977,    6895,    -152,   -1722,   -5282,     449,     898,   -2653,     839,     130,     159,      73,    -462,     328,     -71,    -861,  100.0,   40.9,   22.2,    2.5,   21.9,   15.6,    1.6,    4.5,   28.8,    8.2,    5.7,    2.5,    0.4,   85.7,   81.9,   14.3,   18.1,     88,      6,      6,     10,      8,      8,      5,     10,     32,     16,     12,      6,      6,     54,     71,    49.2,    34.7,    61.8,    47.5,    48.0,    34.5,    59.7,    47.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160216,2016-02-16,090741,CME ,00,090 ,  177968,   73565,   32510,    4501,   40498,   32989,    2470,    7166,   53782,   13784,    9965,    4309,     564,  152514,  144909,   25454,   33059,    1334,    -498,    8264,   -1070,     454,   -1857,     190,     528,   -3543,      68,    1765,    -444,     104,    1540,    1712,    -206,    -378,  100.0,   41.3,   18.3,    2.5,   22.8,   18.5,    1.4,    4.0,   30.2,    7.7,    5.6,    2.4,    0.3,   85.7,   81.4,   14.3,   18.6,     88,      7,      5,     10,      7,     12,      5,      8,     32,     15,     11,      6,      6,     52,     72,    50.8,    36.9,    62.8,    50.0,    49.0,    36.6,    60.7,    49.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160209,2016-02-09,090741,CME ,00,090 ,  176634,   74063,   24246,    5571,   40044,   34845,    2281,    6638,   57325,   13716,    8200,    4752,     460,  150974,  143197,   25660,   33437,   -5888,   -2007,   14285,   -1440,     791,   -4980,   -1102,     270,    -437,   -2713,    -768,    -193,     -82,   -7051,    3338,    1163,   -9226,  100.0,   41.9,   13.7,    3.2,   22.7,   19.7,    1.3,    3.8,   32.5,    7.8,    4.6,    2.7,    0.3,   85.5,   81.1,   14.5,   18.9,     86,      7,      5,     11,      6,     12,      5,     12,     29,     14,      9,      6,      6,     52,     70,    51.3,    37.3,    63.1,    50.4,    49.6,    37.1,    61.0,    50.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160202,2016-02-02,090741,CME ,00,090 ,  182522,   76070,    9961,    7012,   39253,   39825,    3383,    6368,   57761,   16429,    8968,    4945,     542,  158025,  139859,   24497,   42663,   -7101,   -4999,    6282,     210,    2301,   -3659,     705,   -2448,  -13827,     -78,    -264,    1783,     169,   -4404,   -8415,   -2697,    1314,  100.0,   41.7,    5.5,    3.8,   21.5,   21.8,    1.9,    3.5,   31.6,    9.0,    4.9,    2.7,    0.3,   86.6,   76.6,   13.4,   23.4,     92,     10,      4,     12,      7,     11,      5,     10,     34,     16,     11,      5,      7,     56,     76,    48.9,    35.1,    60.5,    44.7,    47.9,    35.0,    57.9,    43.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160126,2016-01-26,090741,CME ,00,090 ,  189623,   81069,    3680,    6801,   36952,   43484,    2678,    8816,   71589,   16507,    9232,    3163,     374,  162428,  148274,   27195,   41349,    1632,    1528,    1182,      50,     605,   -4758,    -163,     400,    8916,    -117,    -283,   -1602,    -132,    1888,    3375,    -256,   -1743,  100.0,   42.8,    1.9,    3.6,   19.5,   22.9,    1.4,    4.6,   37.8,    8.7,    4.9,    1.7,    0.2,   85.7,   78.2,   14.3,   21.8,     92,      8,      5,     11,      6,     11,      5,     11,     36,     16,     12,.,      5,     55,     74,    46.0,    36.6,    58.4,    46.1,    45.1,    36.5,    55.4,    44.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160119,2016-01-19,090741,CME ,00,090 ,  187991,   79541,    2498,    6752,   36346,   48242,    2840,    8416,   62672,   16624,    9515,    4765,     506,  160540,  144899,   27451,   43092,    4083,    -956,     127,    1676,    1688,     981,     893,   -2475,   -1028,    2954,   -1787,    -356,     244,    2236,    5492,    1847,   -1409,  100.0,   42.3,    1.3,    3.6,   19.3,   25.7,    1.5,    4.5,   33.3,    8.8,    5.1,    2.5,    0.3,   85.4,   77.1,   14.6,   22.9,     96,     10,.,     11,      7,     11,      4,     14,     32,     17,     13,      6,      7,     59,     76,    47.1,    39.0,    58.0,    46.7,    45.8,    38.6,    55.3,    44.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160112,2016-01-12,090741,CME ,00,090 ,  183908,   80497,    2371,    5075,   34659,   47261,    1948,   10891,   63700,   13670,   11302,    5121,     262,  158304,  139407,   25604,   44501,   -2420,    -874,     639,     351,    2194,   -1440,   -2189,    1073,    2848,   -2539,    -769,     249,      11,   -2743,   -2071,     323,    -349,  100.0,   43.8,    1.3,    2.8,   18.8,   25.7,    1.1,    5.9,   34.6,    7.4,    6.1,    2.8,    0.1,   86.1,   75.8,   13.9,   24.2,    104,      9,      4,      8,      7,     13,      4,     13,     41,     14,     11,      6,      6,     55,     81,    47.6,    36.0,    58.1,    43.1,    46.5,    36.0,    56.2,    42.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",160105,2016-01-05,090741,CME ,00,090 ,  186328,   81371,    1732,    4725,   32465,   48700,    4137,    9818,   60852,   16209,   12071,    4872,     251,  161047,  141478,   25281,   44850,   -2710,   -3003,    -366,    1574,     591,   -8126,    1258,   -6898,     528,    2635,       4,   -1145,      83,   -3755,   -3559,    1045,     849,  100.0,   43.7,    0.9,    2.5,   17.4,   26.1,    2.2,    5.3,   32.7,    8.7,    6.5,    2.6,    0.1,   86.4,   75.9,   13.6,   24.1,    103,      8,      5,      9,      6,     13,      4,     16,     34,     14,     15,      6,      8,     58,     80,    46.9,    37.7,    58.1,    45.2,    46.2,    37.1,    55.7,    43.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",161227,2016-12-27,092741,CME ,00,092 ,   58168,   36724,    1105,     638,    1735,    4477,       0,   10067,   23730,    3261,       0,       0,       0,   52425,   33211,    5743,   24957,    -793,   23633,       0,       1,       0,    -196,       0,  -24418,   -1290,    -303,       0,       0,       0,   -1088,   -1789,     295,     996,  100.0,   63.1,    1.9,    1.1,    3.0,    7.7,    0.0,   17.3,   40.8,    5.6,    0.0,    0.0,    0.0,   90.1,   57.1,    9.9,   42.9,     44,      7,.,.,.,      4,      0,     12,     17,      9,      0,      0,      0,     25,     29,    53.7,    25.0,    68.9,    36.5,    53.0,    25.0,    67.7,    36.5,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",161220,2016-12-20,092741,CME ,00,092 ,   58961,   13091,    1105,     637,    1735,    4673,       0,   34485,   25020,    3564,       0,       0,       0,   53513,   34999,    5448,   23962,   -8607,  -31047,     318,    -517,     236,     735,       0,   28047,   -4832,   -3761,    -471,       0,       0,   -7513,   -8056,   -1094,    -551,  100.0,   22.2,    1.9,    1.1,    2.9,    7.9,    0.0,   58.5,   42.4,    6.0,    0.0,    0.0,    0.0,   90.8,   59.4,    9.2,   40.6,     48,      5,.,.,.,      5,      0,     16,     18,      8,      0,      0,      0,     25,     32,    52.8,    24.6,    67.8,    35.7,    52.8,    24.6,    66.6,    35.7,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",161213,2016-12-13,092741,CME ,00,092 ,   67568,   44138,     787,    1154,    1499,    3938,       0,    6438,   29852,    7325,     471,       0,       0,   61025,   43056,    6543,   24512,   -2027,   -2403,     450,     127,    -107,     293,       0,   -2011,   -4453,    3387,      25,       0,       0,    -982,    -196,   -1045,   -1831,  100.0,   65.3,    1.2,    1.7,    2.2,    5.8,    0.0,    9.5,   44.2,   10.8,    0.7,    0.0,    0.0,   90.3,   63.7,    9.7,   36.3,     46,      7,.,      5,.,      4,      0,      7,     22,     11,.,      0,      0,     26,     36,    62.3,    24.5,    73.7,    37.3,    60.8,    23.3,    69.0,    34.5,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
